Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
1854,35,23,310,47,78,208,612,338,547,4281,3389,22999,5935,148,408,730,244,176,296,592,503,4953,453,471,1624,9604,2470,538,236,32,137,145,460,192,147,90,114,137,4925,242,235,568,158,363,372,2288
1862,35,23,313,48,78,211,614,359,553,4297,3400,23079,5950,148,408,731,244,176,296,594,503,4976,456,471,1628,9636,2478,539,236,33,137,146,464,192,147,93,114,137,4932,242,236,568,158,364,372,2291
1870,35,23,331,48,78,214,616,368,567,4316,3430,23270,6002,150,408,736,244,176,297,596,505,4997,457,472,1641,9725,2501,543,236,33,137,146,466,192,147,93,114,137,4943,242,236,569,158,365,373,2295
1881,35,23,337,48,78,217,618,369,591,4345,3467,23433,6103,152,408,736,244,177,299,596,510,5019,459,474,1650,9803,2521,543,236,34,137,146,466,192,147,93,114,137,4954,242,236,569,158,365,376,2303
1888,35,23,346,48,78,218,621,375,602,4365,3501,23604,6168,157,409,742,244,177,299,596,513,5055,460,475,1659,9860,2537,544,236,34,137,146,466,193,147,94,114,137,4963,242,236,569,158,365,376,2308
1905,35,23,351,48,78,218,622,376,629,4389,3541,23824,6246,160,410,744,244,177,299,596,516,5095,462,476,1664,9920,2549,544,236,35,137,147,467,193,147,94,114,137,4971,242,236,570,158,365,376,2320
1922,35,23,365,49,78,218,623,385,644,4412,3587,24042,6314,161,410,750,244,177,301,597,518,5126,463,477,1672,10001,2570,545,236,35,137,147,467,193,147,94,114,137,4980,242,236,570,158,365,377,2332
1938,35,23,367,50,78,221,624,387,663,4428,3622,24204,6374,164,410,754,244,177,301,597,521,5159,464,478,1690,10060,2575,547,236,35,137,147,468,193,147,94,114,137,4987,242,236,570,158,365,377,2347
1953,35,23,369,50,78,225,627,400,670,4443,3636,24301,6394,164,410,756,244,177,303,599,521,5178,468,479,1695,10099,2602,548,236,35,137,147,471,193,147,94,114,137,4988,242,236,570,158,365,378,2354
1962,35,23,372,50,78,226,629,401,683,4457,3654,24389,6432,164,410,760,244,177,303,600,521,5187,473,479,1702,10166,2615,549,237,35,137,147,479,193,147,94,114,137,4990,242,236,570,158,365,389,2360
1974,35,23,375,50,78,228,630,407,684,4469,3674,24448,6443,164,410,761,244,177,303,603,521,5201,476,481,1705,10205,2616,551,238,35,137,147,484,193,147,94,114,137,4991,242,236,570,158,365,389,2373
1985,35,23,383,50,78,232,631,410,688,4490,3700,24641,6501,167,410,763,244,177,303,606,521,5235,477,483,1710,10271,2624,551,238,35,139,148,487,193,147,94,114,137,4996,242,236,571,158,365,393,2379
2010,35,23,385,50,78,242,632,425,696,4517,3731,24836,6579,167,411,771,244,178,303,611,525,5273,482,486,1715,10333,2636,553,238,35,140,149,497,193,147,94,114,137,5001,242,236,571,158,365,400,2385
2017,35,23,389,50,78,242,637,426,698,4540,3769,25105,6669,169,412,773,244,178,303,616,529,5297,487,490,1726,10399,2658,555,238,35,140,151,508,194,147,94,114,137,5007,243,236,571,158,365,405,2405
2036,35,23,392,50,78,247,638,426,699,4575,3790,25249,6734,169,412,776,244,179,305,616,531,5346,488,495,1731,10447,2674,555,240,35,140,152,524,196,147,94,114,138,5011,243,236,571,158,365,411,2425
2053,36,23,397,50,78,251,649,426,699,4595,3806,25327,6751,169,413,776,244,179,305,622,531,5365,495,495,1739,10483,2684,560,240,35,140,153,540,196,147,94,114,138,5012,243,236,571,158,365,412,2439
2069,36,23,399,50,78,251,652,427,699,4620,3846,25538,6809,169,417,776,244,182,305,623,533,5393,496,501,1747,10534,2702,561,241,35,140,153,554,198,147,94,114,138,5016,243,236,573,158,365,415,2458
2085,36,23,406,50,78,253,657,430,701,4648,3880,25732,6888,169,419,776,244,186,309,626,540,5419,502,502,1762,10593,2717,562,242,35,140,156,569,199,148,94,114,138,5024,243,236,574,158,365,417,2483
2104,36,23,413,50,78,253,659,431,706,4681,3918,25966,6966,169,421,777,244,189,310,627,547,5440,516,503,1767,10669,2738,567,242,35,140,156,572,199,148,94,114,138,5027,243,238,577,158,365,422,2512
2119,37,23,418,50,78,263,668,432,719,4711,3952,26162,7032,169,422,777,244,189,311,627,550,5459,518,503,1776,10719,2767,568,242,35,140,156,580,199,148,94,114,138,5031,243,238,579,158,365,424,2537
2137,37,24,425,50,78,263,671,434,725,4761,3994,26367,7091,169,422,777,244,190,312,629,556,5475,520,503,1783,10770,2782,573,242,35,140,157,594,199,148,94,114,138,5038,244,238,587,158,365,425,2566
2159,37,24,428,55,78,267,676,436,728,4796,4031,26474,7128,169,422,777,244,190,313,630,557,5493,523,505,1787,10809,2797,574,242,35,140,157,595,199,149,94,115,138,5041,244,238,606,158,365,428,2586
2195,37,24,433,55,78,269,677,437,728,4816,4053,26539,7139,169,422,778,244,191,313,630,557,5505,523,506,1791,10840,2804,574,242,35,140,160,596,199,149,94,115,138,5041,244,238,625,158,365,434,2605
2207,37,24,441,55,78,272,681,441,733,4836,4094,26715,7204,169,422,778,246,192,313,631,557,5519,527,507,1796,10899,2822,574,242,35,140,160,601,202,149,94,115,138,5045,244,238,638,158,365,439,2627
2245,37,24,453,55,78,279,693,442,735,4875,4138,26855,7258,170,422,778,247,192,316,631,563,5534,527,508,1800,10950,2838,576,242,35,140,160,605,204,149,94,115,138,5053,246,238,641,158,365,444,2653
2274,37,24,461,55,79,287,698,442,741,4919,4177,27103,7323,175,422,778,248,192,317,631,564,5549,527,510,1809,10999,2867,580,243,35,140,161,609,205,149,94,115,138,5060,246,239,651,158,365,447,2677
2301,37,24,474,55,81,295,700,442,747,4947,4216,27306,7400,175,422,780,249,192,318,632,564,5560,527,511,1824,11057,2881,588,249,35,140,162,614,206,149,94,115,138,5071,246,241,672,158,365,447,2705
2325,37,24,484,55,81,302,706,444,755,5047,4251,27554,7463,176,422,780,249,192,320,633,565,5581,529,514,1844,11109,2893,588,249,35,140,162,617,207,149,95,115,138,5084,246,241,681,158,365,449,2724
2356,37,24,486,56,81,314,709,444,759,5077,4294,27700,7500,178,422,780,249,193,320,634,565,5595,530,514,1851,11154,2905,592,249,35,140,162,621,207,149,97,115,139,5087,246,241,689,158,365,455,2735
2368,39,24,491,56,81,317,710,444,761,5095,4305,27778,7529,178,422,780,249,193,320,635,566,5613,534,515,1863,11180,2913,593,249,35,140,162,633,207,149,97,115,139,5088,246,241,701,158,365,456,2749
2388,39,25,499,56,81,319,710,444,763,5126,4329,27944,7583,178,422,782,249,195,320,636,566,5637,534,518,1892,11249,2926,596,252,35,140,163,634,207,149,97,115,139,5093,247,241,713,158,365,456,2763
2408,41,25,504,56,81,324,715,452,763,5173,4360,28121,7671,178,422,786,249,195,320,638,567,5652,536,519,1898,11310,2945,598,252,35,140,167,635,207,149,97,115,139,5105,247,241,719,158,366,459,2783
2438,57,26,508,56,81,332,719,453,764,5230,4414,28405,7750,179,422,787,250,195,320,640,571,5671,536,520,1907,11361,2959,600,254,35,140,167,638,207,149,98,115,140,5110,247,241,725,158,366,462,2822
2469,83,26,522,56,81,347,723,458,766,5282,4457,28588,7835,179,422,788,254,195,323,642,574,5692,538,520,1914,11414,2977,603,254,35,140,169,639,207,149,99,116,140,5118,248,241,734,159,366,463,2852
2496,100,26,524,56,81,359,725,463,769,5327,4489,28823,7885,179,422,793,254,195,326,642,577,5720,541,522,1922,11464,2994,606,255,35,140,171,641,207,158,100,116,140,5121,250,242,739,159,366,463,2885
2520,104,26,526,56,81,362,728,465,774,5367,4514,28955,7934,179,422,795,256,195,326,642,577,5741,541,524,1928,11514,3007,606,255,35,140,172,642,207,158,100,116,140,5124,250,242,743,159,366,463,2914
2537,122,26,529,56,81,369,728,466,785,5389,4532,29033,7957,179,422,795,256,195,326,644,579,5756,542,527,1931,11555,3012,606,255,35,140,172,643,207,159,100,116,140,5128,250,242,745,159,366,463,2949
2568,134,26,538,57,81,369,730,471,797,5422,4572,29172,8004,179,422,795,256,195,326,647,579,5769,543,530,1934,11620,3025,608,259,35,140,173,643,207,162,100,116,140,5135,250,242,749,159,366,463,2970
2590,143,26,544,58,82,374,731,473,806,5472,4621,29317,8092,179,422,795,256,198,327,651,582,5805,543,531,1945,11702,3039,610,260,35,140,184,644,208,163,101,116,140,5142,251,242,753,159,366,463,3006
2630,149,26,545,58,84,378,735,473,820,5517,4664,29502,8147,179,422,795,256,198,329,660,584,5824,546,533,1958,11780,3056,613,266,35,140,187,644,209,164,102,116,140,5151,251,242,758,159,366,463,3044
2681,158,27,565,58,84,379,737,476,839,5557,4718,29688,8237,179,422,797,256,199,330,668,587,5867,547,535,1966,11880,3077,616,268,35,140,193,646,211,164,102,116,140,5156,251,243,766,159,366,463,3089
2741,175,27,572,58,84,385,739,476,858,5598,4759,29889,8297,180,422,797,256,199,331,671,591,5909,547,537,1971,11976,3125,617,270,35,140,197,647,211,164,102,116,140,5161,252,244,767,159,367,463,3129
2782,178,27,602,58,84,386,741,477,867,5615,4795,30013,8357,181,422,798,256,199,334,672,591,5925,547,538,1974,12046,3140,617,272,37,140,202,648,211,164,102,116,142,5167,252,244,768,159,367,463,3160
2832,189,27,610,58,86,386,743,477,870,5649,4820,30115,8379,181,422,799,256,202,334,672,595,5962,547,539,1981,12089,3146,618,272,37,141,205,648,211,164,102,116,142,5171,252,244,771,159,367,463,3189
2859,205,27,655,58,86,387,744,480,874,5678,4864,30273,8443,181,422,800,256,205,334,672,604,5997,547,543,1989,12231,3156,618,272,38,141,214,649,211,164,102,116,143,5175,252,244,774,159,367,463,3211
2910,212,27,679,58,86,387,750,482,884,5722,4904,30444,8507,181,422,803,256,208,335,672,619,6048,547,546,2003,12348,3185,623,273,38,141,229,650,211,164,102,116,144,5183,252,244,781,159,367,464,3240
2963,217,27,689,58,86,387,757,484,890,5761,4947,30664,8578,182,423,803,256,208,338,677,635,6135,548,546,2014,12473,3202,627,273,38,141,260,651,211,164,102,116,144,5188,252,244,785,159,367,468,3272
3032,222,27,700,58,86,387,764,487,894,5822,4981,30867,8638,182,423,806,256,209,339,681,645,6186,555,547,2027,12610,3222,631,274,38,141,272,651,211,164,102,116,144,5198,252,244,790,159,367,470,3299
3113,227,27,726,60,86,388,768,489,900,5851,5018,31082,8703,183,423,810,257,212,341,686,655,6283,557,552,2046,12753,3250,641,275,38,141,285,654,211,164,102,116,144,5207,252,245,796,159,367,470,3330
3182,236,27,742,60,86,388,770,489,901,5884,5042,31198,8768,183,423,812,257,212,343,687,659,6331,558,553,2061,12876,3265,652,275,38,141,290,654,211,164,102,116,144,5212,252,245,801,159,367,475,3357
3278,244,27,771,61,86,389,773,490,902,5910,5063,31285,8790,183,423,812,257,214,344,693,660,6375,560,557,2068,12950,3275,657,277,38,141,290,654,211,164,102,116,144,5216,254,245,807,159,367,475,3370
3349,245,29,787,61,86,401,775,492,905,5940,5103,31494,8858,183,423,813,257,214,349,698,674,6460,561,560,2081,13106,3327,668,277,38,141,302,654,213,164,102,116,144,5218,262,245,813,159,369,483,3389
3424,256,29,803,61,86,401,779,493,910,5982,5133,31616,8902,183,423,813,257,217,350,700,679,6513,566,563,2090,13191,3363,672,278,38,141,308,657,213,164,103,116,144,5227,264,245,824,159,371,488,3405
3543,264,29,821,64,86,409,789,494,913,6014,5191,31885,9011,185,424,815,257,221,350,710,689,6592,567,584,2101,13316,3408,687,280,38,141,314,659,221,164,104,116,144,5232,264,246,835,159,372,505,3432
3658,269,30,834,64,86,410,796,496,918,6128,5233,32127,9115,186,424,816,257,225,351,726,706,6674,579,593,2125,13485,3455,704,280,42,141,322,662,221,167,104,117,144,5249,265,249,842,160,372,518,3453
3845,271,30,852,64,86,413,806,498,924,6197,5294,32421,9252,188,424,819,258,229,369,729,736,6787,587,599,2145,13676,3486,719,286,43,141,331,665,223,167,105,117,144,5257,266,249,846,160,372,523,3485
3998,273,30,865,64,87,415,818,498,925,6241,5338,32610,9329,195,424,822,259,237,370,735,749,6868,588,601,2166,13816,3518,730,288,43,141,337,668,223,167,107,117,144,5261,266,249,853,161,373,534,3514
4198,274,31,872,64,88,418,825,499,927,6292,5370,32767,9365,198,424,823,262,239,384,742,755,6925,589,619,2174,13894,3538,738,289,50,141,339,670,223,168,107,117,144,5265,272,249,856,161,373,537,3532
4364,274,33,892,65,89,418,834,503,932,6359,5418,33060,9463,200,425,824,266,252,387,755,771,7054,591,624,2187,14120,3596,747,291,51,141,340,672,229,170,108,117,144,5288,272,249,859,161,373,542,3557
4561,275,41,925,65,92,419,854,505,937,6475,5483,33376,9593,216,425,825,268,263,393,765,792,7158,595,635,2205,14376,3666,763,298,51,141,347,674,231,170,110,117,144,5309,273,249,865,162,373,547,3593
4797,275,51,943,67,94,422,880,507,942,6550,5557,33768,9740,222,425,827,269,271,407,785,805,7301,598,646,2222,14607,3747,780,304,51,141,353,676,232,170,113,121,144,5325,274,249,876,163,373,548,3617
5032,275,64,973,67,94,428,906,509,951,6633,5617,34142,9886,224,425,827,271,277,429,796,821,7449,602,646,2250,14870,3816,803,308,52,141,366,679,246,170,114,123,144,5340,274,250,886,163,373,553,3665
5262,278,69,983,68,96,431,946,513,951,6737,5705,34494,10033,224,427,828,272,277,448,800,857,7601,608,654,2274,15155,3895,824,318,52,141,378,685,256,171,114,123,144,5347,276,250,902,164,373,554,3691
5471,278,75,988,70,97,435,967,516,956,6817,5765,34749,10147,226,428,830,272,279,461,809,881,7703,612,662,2296,15421,3974,832,326,52,141,395,692,264,171,115,129,144,5359,276,251,914,164,373,557,3736
5660,279,77,995,70,98,438,977,517,961,6904,5842,34929,10208,226,429,830,274,283,471,823,893,7766,613,671,2307,15494,4014,843,333,52,141,398,698,265,171,122,130,144,5367,277,251,917,168,374,558,3763
5857,280,86,1027,71,98,441,1032,523,964,6992,5921,35227,10341,259,430,830,278,286,495,836,908,7904,620,682,2356,15763,4121,852,338,52,142,405,700,277,173,123,138,144,5378,278,252,931,179,375,560,3787
6090,280,89,1046,71,100,453,1071,527,974,7118,5987,35712,10567,273,435,830,289,287,525,855,995,8045,637,696,2395,16036,4223,880,346,53,142,429,714,283,174,126,144,144,5400,282,253,938,189,385,576,3828
6356,280,97,1061,71,105,458,1099,542,994,7226,6093,36245,10772,274,438,831,295,293,545,875,1056,8264,658,708,2409,16374,4355,912,361,53,142,444,718,301,175,128,154,144,5422,288,254,943,196,388,585,3881
6660,280,112,1075,71,107,466,1139,550,1016,7322,6183,36767,10980,285,441,831,298,299,567,889,1115,8466,676,720,2435,16744,4484,935,372,53,142,457,725,323,176,130,166,144,5457,288,257,951,208,399,592,3921
6894,280,127,1091,71,107,474,1205,558,1033,7494,6292,37306,11172,294,442,833,300,309,592,910,1175,8677,698,730,2470,17159,4636,957,379,53,142,484,733,340,178,132,185,146,5492,291,260,963,209,413,595,3963
7139,280,137,1100,71,109,476,1252,572,1045,7608,6372,37697,11334,300,445,835,302,313,606,917,1219,8821,713,735,2494,17649,4774,969,384,53,142,497,742,349,179,132,208,146,5522,291,261,969,219,427,597,3995
7345,281,141,1116,71,109,478,1284,573,1053,7696,6431,38011,11404,313,446,835,303,320,618,931,1266,8915,724,740,2508,17930,4851,990,395,53,142,507,754,353,179,133,234,148,5531,291,262,972,223,432,602,4011
7561,281,155,1128,72,109,479,1310,584,1069,7739,6473,38197,11471,316,447,836,304,327,629,938,1293,9025,729,747,2521,18140,4928,1005,403,54,142,514,762,354,179,133,251,148,5542,295,263,974,228,438,602,4027
7741,284,162,1147,80,110,480,1346,595,1087,7838,6546,38598,11630,324,450,838,305,331,638,968,1348,9202,747,756,2552,18458,5027,1016,408,56,143,529,763,361,179,135,265,149,5570,297,264,979,238,448,607,4054
7997,285,175,1168,81,111,486,1396,599,1117,7997,6628,39079,11883,325,453,843,309,331,654,984,1420,9400,774,760,2585,18784,5211,1038,414,58,144,543,777,365,180,136,283,149,5622,298,265,994,246,457,612,4127
8249,287,179,1181,86,116,490,1441,607,1148,8100,6735,39649,12102,326,457,846,312,333,670,1013,1478,9634,789,773,2616,19167,5314,1064,428,58,145,567,790,370,181,139,296,149,5680,298,269,1005,255,476,621,4165
8501,287,183,1194,87,122,496,1507,619,1177,8218,6848,40210,12316,329,458,846,314,333,691,1033,1559,9851,818,776,2646,19630,5457,1081,436,58,146,582,813,379,181,143,304,149,5735,305,269,1009,273,483,623,4243
8693,287,191,1201,87,133,499,1538,634,1195,8356,6923,40628,12465,331,459,850,314,333,703,1054,1625,10006,836,779,2663,20011,5568,1098,446,58,146,591,838,382,181,144,311,150,5778,305,271,1017,280,490,628,4289
8844,295,194,1210,87,135,501,1561,638,1207,8421,6991,40939,12548,331,459,853,316,339,718,1071,1667,10114,850,782,2671,20273,5623,1117,452,58,147,598,849,384,181,148,314,152,5805,307,271,1022,295,502,629,4321
9050,299,204,1221,87,138,501,1611,664,1239,8524,7065,41311,12706,336,460,859,319,348,736,1092,1709,10311,857,792,2693,20591,5745,1133,462,59,148,608,865,389,181,149,320,157,5838,317,273,1040,309,512,632,4348
9226,307,208,1230,87,142,506,1655,688,1283,8674,7141,41811,12920,340,461,861,319,357,748,1118,1767,10530,872,796,2714,21018,5868,1167,471,60,148,618,889,396,181,155,327,165,5880,323,273,1051,324,520,637,4394
9431,315,212,1251,87,149,509,1692,702,1312,8823,7223,42344,13117,348,461,862,320,376,760,1160,1831,10725,897,804,2736,21404,6039,1206,478,61,152,628,935,400,182,156,332,180,5911,327,273,1059,342,527,648,4443
9641,321,213,1272,87,152,523,1777,719,1341,8986,7298,42793,13305,350,461,864,321,387,774,1194,1872,10940,919,808,2771,21798,6168,1238,485,61,152,633,983,404,184,160,339,196,5956,331,273,1074,360,536,653,4490
9824,324,220,1293,87,158,528,1808,732,1371,9154,7372,43377,13496,354,462,867,321,408,786,1226,1906,11159,932,814,2815,22197,6317,1264,490,63,153,644,1018,407,185,164,341,215,5998,334,273,1082,378,544,659,4531
10011,330,220,1311,87,173,540,1832,749,1388,9316,7450,43704,13630,356,462,872,321,417,803,1244,1946,11329,942,816,2858,22507,6437,1278,503,63,157,656,1078,408,185,165,345,233,6039,335,276,1091,397,556,673,4570
10134,343,220,1319,87,177,546,1844,765,1401,9406,7503,44003,13695,359,462,874,322,424,823,1259,1981,11440,949,826,2884,22735,6543,1300,507,65,158,665,1120,412,185,175,349,246,6104,339,276,1099,408,565,683,4582
10338,345,224,1336,87,186,552,1878,782,1433,9578,7583,44355,13847,363,462,879,326,426,838,1299,2001,11638,959,832,2947,22993,6688,1321,516,66,158,677,1172,416,187,192,352,263,6189,345,277,1126,418,568,701,4609
10535,354,225,1379,87,196,558,1892,800,1482,9723,7674,44927,14092,369,462,884,329,431,863,1335,2039,11883,978,842,3022,23420,6845,1354,528,67,158,688,1249,420,187,196,353,281,6243,352,278,1142,439,573,741,4652
10776,358,230,1417,87,211,565,1911,822,1526,9910,7824,45529,14306,374,464,888,331,434,892,1380,2084,12125,1002,847,3076,23835,6993,1378,538,67,165,701,1319,424,187,199,354,301,6322,365,290,1169,464,578,771,4698
10953,364,252,1463,87,218,582,1935,839,1572,10094,7941,46124,14591,380,470,899,331,440,909,1405,2109,12321,1019,852,3133,24192,7091,1400,545,67,165,717,1431,426,187,199,356,312,6444,369,297,1194,490,583,796,4731
11142,371,295,1498,89,240,599,1973,860,1612,10293,8062,46745,14814,390,474,907,331,445,941,1460,2147,12527,1033,857,3208,24621,7228,1432,551,67,165,739,1533,430,187,200,358,339,6530,376,308,1226,508,590,813,4782
11227,371,302,1498,91,253,611,1973,860,1612,10293,8062,47225,14860,400,474,910,332,445,941,1460,2181,12528,1035,857,3208,24621,7341,1441,551,67,166,777,1590,432,187,200,359,339,6530,377,308,1226,516,605,813,4782
